年度	省份	学校	录取批次	文/理（选科要求）	专业	录取最低分	省内排名	本一线
2022	广东	中国刑事警察学院	本科提前批	首选物理，再选思想政治	侦查学（军检院校（含公安））（面向地方公安机关就业）（只招男生,政审面试合格）（考生须参加由广东省公安厅组织的政治考察、面试、体检、体能测评且合格；具体要求请查看学校招生章程）	578	40155	437
2022	广东	中国刑事警察学院	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	中国刑事警察学院	本科提前批	首选物理，再选思想政治	公安情报学（军检院校（含公安））（面向地方公安机关就业）（只招男生,政审面试合格）（考生须参加由广东省公安厅组织的政治考察、面试、体检、体能测评且合格；具体要求请查看学校招生章程）	577	41134	437
2022	广东	中国刑事警察学院	本科提前批	首选物理，再选思想政治	治安学（军检院校（含公安））（面向地方公安机关就业）（只招男生,政审面试合格）（考生须参加由广东省公安厅组织的政治考察、面试、体检、体能测评且合格；具体要求请查看学校招生章程）	577	41134	437
2022	广东	中国刑事警察学院	本科提前批	首选物理，再选思想政治	涉外警务（军检院校（含公安））（面向地方公安机关就业）（只招男生,政审面试合格）（考生须参加由广东省公安厅组织的政治考察、面试、体检、体能测评且合格；具体要求请查看学校招生章程）	574	44054	437
2022	广东	沈阳医学院	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东		本科批	首选物理，再选化学/生物(2选1)	临床医学（请非英语语种的考生慎重报考）	549	72445	437
2022	广东		录取批次		专业名称	最低分	最低位次	437
2022	广东		-		-	-		437
2022	广东	鞍山师范学院	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东		本科批	首选物理，再选不限	社会工作	501	141718	437
2022	广东		录取批次		专业名称	最低分	最低位次	437
2022	广东		-		-	-		437
2022	广东	沈阳音乐学院	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东		本科批	首选历史，再选不限	广播电视编导（长青校区）	502	39966	437
2022	广东	锦州医科大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	锦州医科大学	本科批	首选物理，再选化学/生物(2选1)	口腔医学	553	67515	437
2022	广东	锦州医科大学	本科批	首选物理，再选化学/生物(2选1)	临床医学	549	72445	437
2022	广东	锦州医科大学	本科批	首选物理，再选化学/生物(2选1)	麻醉学	548	73772	437
2022	广东	锦州医科大学	本科批	首选物理，再选化学/生物(2选1)	护理学	547	75021	437
2022	广东	锦州医科大学	本科批	首选物理，再选化学/生物(2选1)	预防医学	547	75021	437
2022	广东	锦州医科大学	本科批	首选物理，再选化学	医学检验技术	539	85470	437
2022	广东	锦州医科大学	本科批	首选物理，再选化学	药学	528	101010	437
2022	广东	锦州医科大学	本科批	首选物理，再选化学	智能医学工程	525	105249	437
2022	广东	锦州医科大学	本科批	首选物理，再选化学	康复治疗学	522	109732	437
2022	广东	锦州医科大学	本科批	首选物理，再选化学	医学影像技术	516	118575	437
2022	广东	锦州医科大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	锦州医科大学	本科批	首选物理，再选生物	运动康复（中外合作办学）（与新西兰怀卡托理工学院中外合作办学项目，具体培养模式和学习费用请查看学校网站）（中外合作办学）	494	152792	437
2022	广东	大连民族大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	大连民族大学	本科批	首选物理，再选不限	软件工程（金石滩校区）	523	108187	437
2022	广东	大连民族大学	本科批	首选物理，再选不限	网络工程（金石滩校区）	518	115531	437
2022	广东	大连民族大学	本科批	首选物理，再选不限	市场营销（金石滩校区）	507	132322	437
2022	广东		本科批	首选物理，再选不限	建筑学（金石滩校区）	506	133903	437
2022	广东	沈阳航空航天大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	沈阳航空航天大学	本科批	首选物理，再选化学	飞行器动力工程	581	37386	437
2022	广东	沈阳航空航天大学	本科批	首选物理，再选不限	计算机科学与技术	554	66270	437
2022	广东	沈阳航空航天大学	本科批	首选物理，再选不限	工业设计	548	73772	437
2022	广东	沈阳航空航天大学	本科批	首选物理，再选不限	机械设计制造及其自动化	546	76351	437
2022	广东		本科批	首选物理，再选不限	环境工程	543	80183	437
2022	广东	大连海洋大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	大连海洋大学	本科批	首选物理，再选不限	能源与动力工程（第一学年渤海校区，第二至四学年待定）	514	121608	437
2022	广东	大连海洋大学	本科批	首选物理，再选化学/生物(2选1)	生物科学（第一学年渤海校区，第二至四学年待定）	510	127721	437
2022	广东	大连海洋大学	本科批	首选物理，再选不限	水产养殖学（第一学年渤海校区，第二至四学年待定）	510	127721	437
2022	广东	大连海洋大学	本科批	首选物理，再选不限	船舶与海洋工程（第一学年渤海校区，第二至四学年待定）	508	130750	437
2022	广东	大连海洋大学	本科批	首选物理，再选不限	海洋科学类（070701.海洋科学+070702.海洋技术）（第一学年渤海校区，第二至四学年待定）	507	132322	437
2022	广东	大连海洋大学	本科批	首选物理，再选不限	水族科学与技术（第一学年渤海校区，第二至四学年待定）	507	132322	437
2022	广东	大连海洋大学	本科批	首选物理，再选不限	人力资源管理（渤海校区）	507	132322	437
2022	广东	大连海洋大学	本科批	首选物理，再选不限	农业智能装备工程（第一学年渤海校区，第二至四学年待定）	506	133903	437
2022	广东		本科批	首选物理，再选不限	海洋资源与环境（第一学年渤海校区，第二至四学年待定）	506	133903	437
2022	广东	大连工业大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	大连工业大学	本科批	首选物理，再选不限	自动化	544	78931	437
2022	广东	大连工业大学	本科批	首选物理，再选不限	通信工程	538	86831	437
2022	广东	大连工业大学	本科批	首选物理，再选不限	光源与照明	533	93825	437
2022	广东	大连工业大学	本科批	首选物理，再选化学/生物(2选1)	生物工程	527	102386	437
2022	广东	大连工业大学	本科批	首选物理，再选化学	食品科学与工程	524	106704	437
2022	广东	大连工业大学	本科批	首选物理，再选化学	高分子材料与工程	523	108187	437
2022	广东	大连工业大学	本科批	首选物理，再选不限	机械电子工程（中外合作办学）（与英国格林多大学中外合作办学项目，具体培养模式和学习费用请查看学校网站）（中外合作办学）	522	109732	437
2022	广东	大连工业大学	本科批	首选物理，再选化学	轻化工程	520	112575	437
2022	广东	大连工业大学	本科批	首选物理，再选化学	无机非金属材料工程	518	115531	437
2022	广东	大连工业大学	本科批	首选物理，再选化学	包装工程	517	117059	437
2022	广东	大连工业大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	大连工业大学	本科批	首选物理，再选化学	食品质量与安全	514	121608	437
2022	广东	大连工业大学	本科批	首选物理，再选化学	食品营养与健康	512	124505	437
2022	广东	沈阳建筑大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	沈阳建筑大学	本科批	首选物理，再选生物/地理(2选1)	建筑学（需具备一定的美术基础）（主校区）	584	34723	437
2022	广东	沈阳建筑大学	本科批	首选物理，再选生物/地理(2选1)	风景园林（需具备一定的美术基础）（主校区）	562	56910	437
2022	广东	沈阳建筑大学	本科批	首选物理，再选不限	无机非金属材料工程（主校区）	550	71202	437
2022	广东	沈阳建筑大学	本科批	首选物理，再选不限	计算机科学与技术（主校区）	547	75021	437
2022	广东	沈阳建筑大学	本科批	首选物理，再选不限	建筑环境与能源应用工程（主校区）	541	82775	437
2022	广东	沈阳建筑大学	本科批	首选物理，再选不限	智能建造（主校区）	539	85470	437
2022	广东	沈阳建筑大学	本科批	首选物理，再选不限	工程造价（主校区）	536	89634	437
2022	广东	沈阳建筑大学	本科批	首选物理，再选不限	会计学（主校区）	535	91030	437
2022	广东	沈阳建筑大学	本科批	首选物理，再选不限	电气工程及其自动化（主校区）	534	92399	437
2022	广东	沈阳建筑大学	本科批	首选物理，再选不限	给排水科学与工程（主校区）	534	92399	437
2022	广东	沈阳建筑大学	录取批次	选科要求	专业名称	最低分	最低位次	437
2022	广东	沈阳建筑大学	本科批	首选物理，再选不限	土木工程（主校区）	534	92399	437
2022	广东	沈阳建筑大学	本科批	首选物理，再选不限	通信工程（主校区）	532	95201	437
2022	广东	沈阳建筑大学	本科批	首选物理，再选不限	物流工程（主校区）	531	96731	437
2022	广东	沈阳建筑大学	本科批	首选物理，再选不限	环境工程（主校区）	531	96731	437
2022	广东	沈阳建筑大学	本科批	首选物理，再选不限	智能制造工程（主校区）	530	98156	437
